word,analysis,sep_form
кӀвализ,кӀвализ<adv>,кӀвализ
фида,фи<verb>><fut>,фи-да
межлисдин,межлис<n>><gen>,межлисди-н
итимар,итим<n>><pl><abs>,итим-ар
мягьтел,мягьтел<adj>,мягьтел
яз,я<cop>><cvb>,я-з
ракӀариз,,
килигиз,килиг<verb>><inf>,килиг-из
хейлин,хейлин<adj>,хейлин
кисда,кис<verb>><fut>,кис-да
Мад,мад<adv>/мад<part>,мад/мад
къари,къари<n><abs>,къари
дили,дили<adj>/дили<n><abs>,дили/дили
жеда,же<verb>><fut>,же-да
Чиди,,
мехъер,мехъер<n><abs>/мехъер<verb>,мехъер/мехъер
хьанач,хьа<verb>><aor>><neg>,хьа-на-ч
Мехъерни,мехъер<n>><add>,мехъер-ни
жеда,же<verb>><fut>,же-да
бегьем,бегьем<adj>/бегьем<adv>/бегьем<verb>,бегьем/бегьем/бегьем
шадвилерни,,
Ваз,вун<prn>><dat>,ва-з
Рагьим,,
бубадин,буба<n>><gen>,бубади-н
аламатрикай,аламат<n>><pl>><sub>><elative>,аламат-ри-к-ай
хабар,хабар<n><abs>/хабар<verb>,хабар/хабар
авач,ава<cop>><neg>,ава-ч
Ада,а<prn><sg><erg>/а<prn><sg>><in><essive>,ада/ад-а
чи,чи<verb>/чун<prn><gen>,чи/чи
баде,баде<n><abs>,баде
исятда,исятда<adv>,исятда
цӀал,цӀай<n>><super><essive>,цӀа-л
аватай,ават<verb>><aor><ptp>,ават-ай
мум,мум<n><abs>,мум
хьиз,хьиз<conj>/хьиз<part>,хьиз/хьиз
хъуьтуьл,хъуьтуьл<adj>,хъуьтуьл
ийида,ийи<verb>><fut>,ийи-да
Ибур,и<prn><pl><abs>,ибур
вири,вири<adv>/вири<n><abs>/вири<prn>/вир<n>><erg>,вири/вири/вири/вир-и
ваз,вун<prn>><dat>,ва-з
ва,ва<conj>/вун<prn>><in><essive>,ва/в-а
эвленмиш,эвленмиш<verb>,эвленмиш
хьанвай,хьа<verb>><prf>><pst>,хьа-нва-й
жегьилриз,жегьил<n>><pl>><dat>,жегьил-ри-з
мубаракар,мубарак<n>><pl><abs>,мубарак-ар
ийиз,ийи<verb>><inf>,ийи-з
атанвай,ата<verb>><prf>><pst>,ата-нва-й
инсанар,инсан<n>><pl><abs>,инсан-ар
я,я<cop><imperf>,я
Ибуруз,и<prn><pl>><dat>,ибуру-з
гьуьрмет,гьуьрмет<n><abs>/гьуьрмет<verb>,гьуьрмет/гьуьрмет
ая,ая<verb><imper>,ая
Вуна,вун<prn><erg>,вуна
лугьузвайвал,лугьу<verb>><imperf>><ptp>><man>,лугьу-зва-й-вал
дуьз,дуьз<adj>,дуьз
я,я<cop><imperf>,я
Рагьим,,
халу,халу<n><abs>,халу
Амма,амма<conj>,амма
зун,зун<prn>,зун
Вариса,,
бегьем,бегьем<adj>/бегьем<adv>/бегьем<verb>,бегьем/бегьем/бегьем
алдатмишна,алдатмиш<verb>><aoc>/алдатмиш<verb>><aor>,алдатмиш-на/алдатмиш-на
Вуна,вун<prn><erg>,вуна
жегьилар,жегьил<n>><pl><abs>,жегьил-ар
бейкеф,бейкеф<verb>,бейкеф
ийимир,ийи<verb>><prohib>,ийи-мир
хтул,хтул<n><abs>,хтул
Абур,абур<n><abs>/а<prn><pl><abs>,абур/абур
чи,чи<verb>/чун<prn><gen>,чи/чи
умудар,умуд<n>><pl><abs>,умуд-ар
чи,чи<verb>/чун<prn><gen>,чи/чи
гележег,гележег<n><abs>,гележег
я,я<cop><imperf>,я
Вун,вун<prn>,вун
къенин,къенин<adj>/къен<n>><gen>,къенин/къени-н
межлисди,межлис<n>><erg>,межлис-ди
перишан,перишан<adj>/перишан<adv>,перишан/перишан
тавун,<neg>>аву<verb>><msd>,т-аву-н
лазим,лазим<adj>,лазим
я,я<cop><imperf>,я
аксина,аксина<adv>/аксина<post>,аксина/аксина
вун,вун<prn>,вун
ада,а<prn><sg><erg>/а<prn><sg>><in><essive>,ада/ад-а
шад,шад<adj>/шад<verb>,шад/шад
авуна,аву<verb>><aoc>/аву<verb>><aor>/аву<verb>><msd>><in><essive>,аву-на/аву-на/аву-н-а
кӀанда,кӀан<verb>><fut>,кӀан-да
Вилер,вилер<verb>/вил<n>><pl><abs>,вилер/вил-ер
ахъайна,,
садра,садра<adv>/сад<num>><pl>><in><essive>,садра/сад-р-а
килиг,килиг<part>/килиг<verb>/килиг<verb><imper>,килиг/килиг/килиг
Аслана,,
ви,вун<prn><gen>,ви
кӀвализ,кӀвализ<adv>,кӀвализ
цуьк,цуьк<n><abs>,цуьк
хьтин,хьтин<part>,хьтин
руш,руш<n><abs>,руш
свас,свас<n><abs>,свас
гъанва,гъа<verb>><prf>,гъа-нва
Заз,зун<prn>><dat>,за-з
аквазва,аква<verb>><imperf>,аква-зва
Вуна,вун<prn><erg>,вуна
жувак,жув<prn>><sub><essive>,жува-к
фикир,фикир<n><abs>/фикир<verb>,фикир/фикир
ая,ая<verb><imper>,ая
садра,садра<adv>/сад<num>><pl>><in><essive>,садра/сад-р-а
Чи,чи<verb>/чун<prn><gen>,чи/чи
йикъара,,
хашперес,хашперес<adj>/хашперес<n><abs>,хашперес/хашперес
руш,руш<n><abs>,руш
мусурман,мусурман<adj>/мусурман<n><abs>,мусурман/мусурман
руш,руш<n><abs>,руш
лугьудай,лугьу<verb>><fut>><pst>/лугьу<verb>><fut>><ptp>,лугьу-да-й/лугьу-да-й
гафарихъ,гаф<n>><pl>><post><essive>,гаф-ари-хъ
гьич,гьич<adv>/гьич<part>/гьич<verb>,гьич/гьич/гьич
са,са<num>,са
метлебни,метлеб<n>><add>,метлеб-ни
амач,ама<cop>><neg>,ама-ч
Гьич,гьич<adv>/гьич<part>/гьич<verb>,гьич/гьич/гьич
са,са<num>,са
метлебни,метлеб<n>><add>,метлеб-ни
Вилер,вилер<verb>/вил<n>><pl><abs>,вилер/вил-ер
бегьем,бегьем<adj>/бегьем<adv>/бегьем<verb>,бегьем/бегьем/бегьем
ахъа,ахъа<adj>,ахъа
ая,ая<verb><imper>,ая
Вири,вири<adv>/вири<n><abs>/вири<prn>/вир<n>><erg>,вири/вири/вири/вир-и
инсанар,инсан<n>><pl><abs>,инсан-ар
са,са<adj>/са<num>/са<part>,са/са/са
хизан,хизан<n><abs>,хизан
хьана,хьана<intj>/хьа<verb>><aoc>/хьа<verb>><aor>,хьана/хьа-на/хьа-на
чна,чун<prn><erg>,чна
цӀийи,цӀийи<adj>,цӀийи
ва,ва<conj>/вун<prn>><in><essive>,ва/в-а
гуьзел,гуьзел<adj>/гуьзел<n><abs>,гуьзел/гуьзел
уьмуьр,уьмуьр<n><abs>,уьмуьр
туькӀуьрзава,туькӀуьр<verb>><imperf>,туькӀуьр-зава
Инсанар,инсан<n>><pl><abs>,инсан-ар
лагь,лагь<verb><imper>,лагь
кван,кван<n><abs>/кван<part>,кван/кван
за,зун<prn><erg>/зун<prn>><in><essive>,за/з-а
дуьз,дуьз<adj>/дуьз<adv>,дуьз/дуьз
лугьузвани,лугьу<verb>><imperf>><inter>,лугьу-зва-ни
авачни,,
Дуьз,дуьз<adj>/дуьз<adv>,дуьз/дуьз
лугьузва,лугьу<verb>><imperf>,лугьу-зва
Чун,чун<prn>,чун
ваз,вун<prn>><dat>,ва-з
икьрар,икьрар<n><abs>,икьрар
я,я<cop><imperf>,я
буба,буба<n><abs>,буба
Дуьз,дуьз<adj>,дуьз
я,я<cop><imperf>,я
Дуьз,дуьз<adj>,дуьз
я,я<cop><imperf>,я
буба,буба<n><abs>,буба
Квез,куьн<prn>><dat>,кве-з
мубарак,мубарак<adj>/мубарак<n><abs>/мубарак<verb>,мубарак/мубарак/мубарак
мубарак,мубарак<adj>/мубарак<n><abs>/мубарак<verb>,мубарак/мубарак/мубарак
играми,играми<adj>,играми
балаяр,бала<n>><pl><abs>,бала-яр
Вазни,вун<prn>><dat>><add>,ва-з-ни
мубарак,мубарак<adj>/мубарак<n><abs>/мубарак<verb>,мубарак/мубарак/мубарак
хтул,хтул<n><abs>,хтул
мубарак,мубарак<n><abs>,мубарак
Бахтлу,бахтлу<adj>,бахтлу
ужагъда,ужагъ<n>><in><essive>,ужагъд-а
гьамиша,гьамиша<adv>,гьамиша
эквер,экв<n>><pl><abs>,экв-ер
гьамиша,гьамиша<adv>,гьамиша
мехъер,мехъер<n><abs>/мехъер<verb>,мехъер/мехъер
хьуй,хьу<verb>><opt>,хьу-й
Рагьиман,,
гуьгъуьнал,,
алаз,ала<cop>><cvb>,ала-з
Асланазни,,
Зинадиз,зина<n>><dat>,зинади-з
Вариса,,
Алиди,,
Мержана,,
Периди,пери<n>><erg>,пери-ди
амай,ама<cop>><pst>,ама-й
рушарини,руш<n>><pl><erg>><add>,руш-ари-ни
гадайри,гада<n>><pl><erg>,гада-йри
мехъер,мехъер<n><abs>/мехъер<verb>,мехъер/мехъер
мубарак,мубарак<adj>/мубарак<n><abs>/мубарак<verb>,мубарак/мубарак/мубарак
ийида,ийи<verb>><fut>,ийи-да
Варис,варис<n><abs>,варис
Ажаян,,
мукьув,мукьув<adv>/мукьув<post>,мукьув/мукьув
фида,фи<verb>><fut>,фи-да
Вазни,вун<prn>><dat>><add>,ва-з-ни
мубарак,мубарак<adj>/мубарак<n><abs>/мубарак<verb>,мубарак/мубарак/мубарак
хьуй,хьу<verb>><opt>,хьу-й
играми,играми<adj>,играми
Ажай,,
Икьван,икьван<adv>,икьван
элдиз,,
масан,масан<adj>,масан
икьван,икьван<adv>,икьван
хъсан,хъсан<adj>,хъсан
инсан,инсан<n><abs>,инсан
Аслан,аслан<n><abs>,аслан
хвена,хве<verb>><aoc>/хве<verb>><aor>,хве-на/хве-на
чӀехи,чӀехи<adj>,чӀехи
авур,аву<verb>><aor><ptp>,аву-р
адаз,а<prn><sg>><dat>,ада-з
тербия,тербия<n><abs>,тербия
гайи,га<verb>><aor><ptp>,га-йи
ваз,вун<prn>><dat>,ва-з
баркалла,баркалла<intj>,баркалла
Ажай,,
Гьурра,гьурра<intj>,гьурра
Мубарак,мубарак<n><abs>,мубарак
Мубарак,мубарак<n><abs>,мубарак
Музыка,музыка<n><abs>,музыка
Перде,перде<n><abs>,перде
агал,агал<verb>,агал
жеда,же<verb>><fut>,же-да
